symbol,date,open,high,low,close,volume,open_interest
ESU08,07/29/2008,1344.75,1373.25,1341.5,1371.75,2098918,2488168
ESU08,07/28/2008,1365.25,1370.0,1343.0,1345.0,1622137,2469176
ESU08,07/25/2008,1363.25,1372.75,1359.25,1363.75,1616780,2401416
ESU08,07/24/2008,1391.25,1395.0,1361.0,1363.75,1992799,2429047
ESU08,07/23/2008,1385.0,1401.25,1382.75,1392.5,2131947,2400744
ESU08,07/22/2008,1368.0,1388.0,1357.25,1384.25,2108089,2435374
ESU08,07/21/2008,1369.25,1379.0,1365.0,1371.5,1537090,2429736
ESU08,07/18/2008,1360.25,1373.0,1351.0,1370.5,1926102,2449494
ESU08,07/17/2008,1350.0,1373.0,1348.0,1363.5,2897897,2530778
ESU08,07/16/2008,1322.75,1356.25,1312.5,1351.0,2896617,2512078
ESU08,07/15/2008,1339.0,1345.75,1310.75,1321.5,3670359,2551249
ESU08,07/14/2008,1350.0,1370.5,1334.75,1338.25,2666736,2484352
ESU08,07/11/2008,1364.75,1371.75,1335.5,1349.75,3254369,2455027
ESU08,07/10/2008,1359.0,1369.25,1347.0,1364.5,3040155,2392694
ESU08,07/09/2008,1384.5,1388.75,1354.75,1358.0,2407210,2350923
ESU08,07/08/2008,1362.0,1385.75,1346.5,1383.75,2753156,2305736
ESU08,07/07/2008,1368.5,1385.0,1350.75,1361.75,2582813,2295501
ESU08,07/03/2008,1373.5,1383.75,1361.75,1375.0,1848651,2256649
ESU08,07/02/2008,1396.25,1404.75,1371.0,1372.75,2434191,2181596
ESU08,07/01/2008,1393.0,1396.75,1371.0,1396.25,3205711,2128233
ESU08,06/30/2008,1391.75,1402.0,1385.25,1391.0,2170134,2063096
ESU08,06/27/2008,1395.0,1401.75,1382.75,1390.0,2340463,2034347
ESU08,06/26/2008,1432.25,1432.25,1393.0,1394.5,2651560,1999401
ESU08,06/25/2008,1425.0,1447.75,1424.5,1432.5,2072798,1912010
ESU08,06/24/2008,1427.75,1438.0,1415.25,1425.5,2122744,1945750
ESU08,06/23/2008,1430.75,1437.75,1426.25,1428.25,1453910,1900083
ESU08,06/20/2008,1452.5,1453.5,1425.25,1429.0,2323464,1878725
ESU08,06/19/2008,1448.75,1459.75,1442.25,1451.5,2356396,1868410
ESU08,06/18/2008,1462.75,1465.5,1444.5,1448.75,2732084,2812193
ESU08,06/17/2008,1470.25,1482.0,1461.25,1463.0,2542668,2863046
ESU08,06/16/2008,1469.0,1477.5,1461.5,1470.0,2260083,2619908
ESU08,06/13/2008,1453.0,1473.5,1449.0,1469.75,2780594,2655239
ESU08,06/12/2008,1447.0,1465.5,1443.25,1453.25,3090255,2681065
ESU08,06/11/2008,1467.75,1475.25,1447.25,1448.0,2942579,2570800
ESU08,06/10/2008,1474.0,1479.5,1459.5,1468.5,2361515,2459095
ESU08,06/09/2008,1471.0,1483.25,1462.5,1475.5,2217468,2450450
ESU08,06/06/2008,1517.75,1524.0,1470.25,1471.25,2844636,2464350
ESU08,06/05/2008,1488.5,1517.75,1487.75,1517.25,2018540,2365904
ESU08,06/04/2008,1489.5,1500.25,1483.0,1489.25,2110071,2361462
ESU08,06/03/2008,1496.5,1505.0,1481.25,1490.25,2207987,2348971
ESU08,06/02/2008,1512.25,1512.25,1489.25,1497.0,1736592,2290519
ESU08,05/30/2008,1511.25,1516.5,1506.75,1512.25,1188784,2254910
ESU08,05/29/2008,1502.0,1518.5,1499.0,1509.5,1735946,2295267
ESU08,05/28/2008,1496.5,1504.75,1489.75,1503.25,1714136,2295098
ESU08,05/27/2008,1486.75,1499.25,1482.5,1496.5,1582900,2290378
ESU08,05/23/2008,1504.75,1506.25,1484.25,1485.0,1529219,2283559
ESU08,05/22/2008,1504.5,1510.75,1502.25,1504.75,1735426,2258129
ESU08,05/21/2008,1527.75,1532.5,1499.75,1504.5,2387075,2270953
ESU08,05/20/2008,1540.5,1540.5,1520.75,1529.0,1879644,2225332
ESU08,05/19/2008,1535.5,1552.25,1533.5,1541.5,1799879,2206872
ESU08,05/16/2008,1537.0,1540.75,1526.5,1537.5,1794362,2176270
ESU08,05/15/2008,1519.0,1537.0,1518.75,1536.5,1749145,2159629
ESU08,05/14/2008,1517.25,1533.0,1511.25,1519.75,1750454,2130662
ESU08,05/13/2008,1516.0,1521.75,1508.5,1516.5,1530794,2129314
ESU08,05/12/2008,1501.75,1516.25,1498.0,1516.25,1573953,2122129
ESU08,05/09/2008,1502.25,1504.25,1493.75,1500.5,1628514,2103063
ESU08,05/08/2008,1506.25,1514.0,1501.0,1503.5,1706898,2084738
ESU08,05/07/2008,1533.5,1535.25,1502.0,1507.0,1948192,2127574
ESU08,05/06/2008,1520.5,1533.5,1509.0,1532.5,1893445,2117708
ESU08,05/05/2008,1524.0,1527.25,1512.5,1520.0,1258088,2088459
ESU08,05/02/2008,1523.75,1538.25,1518.25,1527.5,1925749,2089664
ESU08,05/01/2008,1494.0,1524.0,1494.0,1523.5,1906910,2089310
ESU08,04/30/2008,1500.5,1518.25,1495.5,1497.75,1919005,2090317
ESU08,04/29/2008,1509.5,1510.5,1499.25,1503.25,1454112,2070628
ESU08,04/28/2008,1511.0,1516.5,1506.5,1509.75,1157027,2075574
ESU08,04/25/2008,1496.25,1512.5,1493.0,1509.25,1570309,2085293
ESU08,04/24/2008,1495.25,1511.0,1481.0,1498.0,2149422,2076142
ESU08,04/23/2008,1493.0,1501.25,1485.25,1490.5,1839075,2060563
ESU08,04/22/2008,1498.0,1501.75,1482.75,1492.75,1756254,2042218
ESU08,04/21/2008,1500.5,1505.75,1493.25,1500.5,1258840,2055732
ESU08,04/18/2008,1486.0,1510.5,1482.5,1500.0,1996626,2061100
ESU08,04/17/2008,1482.25,1486.5,1470.75,1484.25,1808842,2038094
ESU08,04/16/2008,1452.25,1482.75,1448.5,1482.25,2093667,2055498
ESU08,04/15/2008,1442.25,1449.5,1436.0,1446.75,1755835,2040220
ESU08,04/14/2008,1443.25,1447.75,1436.5,1442.0,1459564,2042897
ESU08,04/11/2008,1475.0,1479.0,1442.75,1446.0,2027623,2018813
ESU08,04/10/2008,1471.0,1479.75,1462.25,1473.5,1788606,2051338
ESU08,04/09/2008,1481.5,1494.0,1462.25,1471.0,1834761,2093872
ESU08,04/08/2008,1480.0,1482.5,1473.25,1481.75,1419106,2098631
ESU08,04/07/2008,1483.75,1499.5,1481.0,1483.0,1477506,2149309
ESU08,04/04/2008,1483.5,1500.25,1475.25,1482.5,1922449,2113604
ESU08,04/03/2008,1479.25,1488.25,1470.75,1484.25,1597888,2131081
ESU08,04/02/2008,1480.0,1490.75,1474.0,1482.0,1853621,2123047
ESU08,04/01/2008,1433.0,1483.0,1426.5,1481.25,2333986,2112298
ESU08,03/31/2008,1431.75,1440.25,1419.75,1434.25,1623922,2024518
ESU08,03/28/2008,1440.0,1450.25,1424.25,1429.0,1528420,2050418
ESU08,03/27/2008,1443.75,1458.0,1437.0,1440.0,2025472,2054046
ESU08,03/26/2008,1460.25,1461.5,1444.75,1445.75,1603720,2042038
ESU08,03/25/2008,1466.25,1469.5,1452.5,1462.0,1737415,2083791
ESU08,03/24/2008,1438.75,1471.75,1436.75,1462.25,1431866,2053640
ESU08,03/20/2008,1413.0,1442.0,1406.0,1435.0,2163348,2082990
ESU08,03/19/2008,1439.0,1448.0,1407.0,1409.0,3785351,3212808
ESU08,03/18/2008,1405.0,1444.0,1393.75,1444.0,3883215,3089772
ESU08,03/17/2008,1396.25,1417.0,1368.75,1388.5,4667997,3038059
ESU08,03/14/2008,1416.75,1433.25,1384.5,1403.0,5225696,2864236
ESU08,03/13/2008,1405.0,1430.5,1396.25,1426.0,4595392,2694180
ESU08,03/12/2008,1430.5,1447.5,1422.0,1422.0,2848485,2494073
ESU08,03/11/2008,1378.75,1437.0,1378.75,1437.0,3362621,2494185
ESU08,03/10/2008,1387.5,1387.5,1387.5,1387.5,2495322,2505200
ESU08,03/07/2008,1421.0,1421.0,1405.0,1405.25,3179188,2501529
ESU08,03/06/2008,1445.0,1445.0,1420.75,1420.75,2600577,2426760
ESU08,03/05/2008,1450.0,1450.0,1449.0,1449.0,2523207,2397778
ESU08,03/04/2008,1440.0,1440.0,1440.0,1440.0,2809197,2402419
ESU08,03/03/2008,1445.0,1445.0,1445.0,1445.0,1970657,2342000
ESU08,02/29/2008,1444.25,1444.25,1444.25,1444.25,2328041,2350919
ESU08,02/28/2008,1480.5,1480.5,1480.5,1480.5,1813434,2332597
ESU08,02/27/2008,1495.25,1495.25,1495.25,1495.25,1844789,2351230
ESU08,02/26/2008,1497.75,1497.75,1497.75,1497.75,2116632,2358306
ESU08,02/25/2008,1487.0,1487.0,1487.0,1487.0,2046471,2386593
ESU08,02/22/2008,1470.5,1470.5,1470.5,1470.5,2035026,2375793
ESU08,02/21/2008,1462.0,1462.0,1462.0,1462.0,2043429,2392517
ESU08,02/20/2008,1474.0,1474.0,1474.0,1474.0,2225646,2401924
ESU08,02/19/2008,1470.0,1470.0,1470.0,1470.0,1721942,2372053
ESU08,02/15/2008,1465.5,1465.5,1465.5,1465.5,1472594,2360032
ESU08,02/14/2008,1465.5,1465.5,1465.5,1465.5,1908576,2386255
ESU08,02/13/2008,1478.0,1478.0,1478.0,1478.0,1841856,2467055
ESU08,02/12/2008,1463.75,1463.75,1463.75,1463.75,2257074,2474074
ESU08,02/11/2008,1452.25,1452.25,1452.25,1452.25,1845867,2499196
ESU08,02/08/2008,1444.25,1444.25,1444.25,1444.25,1710593,2505057
ESU08,02/07/2008,1455.0,1455.0,1455.0,1455.0,2935833,2530353
ESU08,02/06/2008,1444.5,1444.5,1444.5,1444.5,2165914,2508827
ESU08,02/05/2008,1458.0,1458.0,1458.0,1458.0,2528050,2490834
ESU08,02/04/2008,1494.5,1494.5,1494.5,1494.5,1219801,2397345
ESU08,02/01/2008,1513.0,1513.0,1513.0,1513.0,2309047,2438053
ESU08,01/31/2008,1494.5,1494.5,1494.5,1494.5,3199574,2508054
ESU08,01/30/2008,1466.25,1466.25,1466.25,1466.25,2619514,2503578
ESU08,01/29/2008,1479.0,1479.0,1479.0,1479.0,1584161,2389599
ESU08,01/28/2008,1471.25,1471.25,1441.0,1471.25,2024030,2486780
ESU08,01/25/2008,1450.5,1450.5,1450.5,1450.5,2546898,2488355
ESU08,01/24/2008,1469.25,1469.25,1469.25,1469.25,2444829,2497979
ESU08,01/23/2008,1458.0,1458.0,1458.0,1458.0,4131486,2527702
ESU08,01/22/2008,1425.0,1425.0,1425.0,1425.0,4752915,2509793
ESU08,01/18/2008,1443.75,1443.75,1443.75,1443.75,3233359,2316647
ESU08,01/17/2008,1458.5,1458.5,1458.5,1458.5,3406837,2333762
